19692/zevy, 1, 4, 11332, 9422, 33.4%, 74.7, 15193
6593/pkl, 1, 4, 23027, 23919, 52.1%, 73.2, 35795
16816/vsm, 1, 4, 16472, 14647, 49.7%, 80.3, 22419
20026/chay, 1, 4, 7499, 7197, 48.6%, 77.8, 10690
9271/slowi, 3, 3, 25467, 24999, 53.1%, 76.8, 36911
17918/nosrac, 2, 7, 15267, 15967, 49.5%, 74.5, 23189
16546/cynic, 2, 7, 19927, 17801, 39.9%, 79.8, 27235
9571/cj-da-k1ng, 2, 7, 10528, 10652, 56.8%, 72.9, 15627
10892/marke, 2, 7, 21947, 20153, 53.3%, 78.6, 31119
16647/bwills, 2, 7, 21240, 19769, 50.6%, 77.8, 30147
21621/moseyuh, 1, 6, 4133, 3724, 54.8%, 79.8, 5701
20941/buzz, 5, 11, 8032, 8202, 47.6%, 73.6, 12320
9896/b0rup, 5, 11, 31431, 31140, 63.1%, 72.8, 46286
12733/xsepower, 1, 4, 26700, 21829, 25.0%, 71.9, 37386
20207/raijin, 1, 4, 8478, 8250, 54.9%, 74.3, 12474
19509/dav1g, 2, 4, 8148, 9462, 46.8%, 67.4, 13968
9254/mopoz, 6, 10, 25638, 25958, 51.8%, 75.1, 38043
8998/just, 6, 10, 21579, 20807, 54.9%, 74.5, 31770
19698/adams, 6, 10, 10180, 9987, 40.6%, 76.6, 15113
12810/shock, 7, 5, 22125, 21335, 54.8%, 74.0, 32587
798/oskar, 7, 5, 37203, 31094, 30.5%, 77.5, 49194
20345/kwertzz, 7, 5, 6763, 6727, 64.9%, 74.2, 9809
8488/zedko, 7, 5, 29022, 28925, 54.4%, 73.9, 43267
11199/beastik, 7, 5, 20217, 21643, 55.2%, 69.8, 32237
15071/interz, 5, 4, 15464, 15575, 49.8%, 63.2, 26724
9031/valde, 5, 4, 27232, 24248, 47.1%, 79.4, 37424
284/jackz, 5, 4, 22396, 22810, 58.2%, 72.9, 33878
13718/birdfromsky, 3, 5, 18546, 21822, 41.5%, 71.9, 31439
10264/niko, 3, 5, 24996, 24055, 50.0%, 74.3, 36607
20301/tauson, 1, 4, 8819, 9252, 47.9%, 72.9, 13621
9019/surreal, 1, 4, 32988, 33857, 44.8%, 72.0, 50550
8983/mightymax, 1, 4, 24213, 27367, 50.0%, 65.3, 41905
20870/sl3nd, 1, 4, 7224, 5938, 28.1%, 75.3, 10136
22106/azuwu, 1, 4, 6038, 5871, 56.8%, 77.9, 8473
21983/chr1zn, 10, 13, 6851, 7080, 54.0%, 72.5, 10471
21972/neityu, 2, 4, 3219, 3357, 55.1%, 73.3, 4923
22695/sirah, 10, 13, 3859, 3671, 51.9%, 76.2, 5517
22279/pr, 2, 4, 3993, 3777, 50.1%, 78.1, 5611
19681/childking, 0, 3, 5024, 4896, 59.5%, 76.7, 7170
16768/lan, 0, 3, 7876, 7373, 39.4%, 76.0, 10826
16872/flying, 0, 3, 9540, 8995, 50.3%, 78.0, 13170
10722/gas, 0, 3, 11670, 10911, 59.3%, 80.6, 15347
8598/marek, 0, 3, 8220, 8787, 51.3%, 71.0, 13045
15349/mankz, 0, 4, 18073, 19287, 52.5%, 72.8, 28393
12937/wolfy, 0, 4, 14927, 13305, 33.4%, 70.6, 21562
20564/d4rty, 1, 4, 7237, 7249, 48.6%, 73.4, 10728
15176/cryptic, 1, 4, 7968, 8213, 48.7%, 77.9, 11425
18706/freshie, 1, 4, 7916, 7827, 46.0%, 75.8, 11494
14799/brett, 1, 4, 10542, 11217, 45.9%, 78.4, 15376
20700/lattykk, 8, 6, 5992, 5319, 33.6%, 69.1, 8799
11954/fashr, 4, 6, 17878, 17254, 49.2%, 78.0, 25370
17504/kei, 3, 4, 20544, 19615, 45.4%, 82.5, 27909
4829/mynio, 3, 4, 18970, 21245, 44.5%, 75.1, 30177
14780/tge, 4, 5, 2093, 2140, 55.5%, 72.8, 3126
4679/jks, 5, 2, 24735, 22219, 53.2%, 76.7, 35500
472/b1ad3, 3, 4, 13511, 16987, 41.9%, 66.1, 23376
9102/sico, 0, 3, 19454, 15869, 36.5%, 77.7, 26546
11485/malta, 0, 3, 20209, 18659, 39.6%, 77.5, 29145
